Item_ID,Item_Weight,Low_Fat_Content,Item_Visibility,Drink,Max_Retail_Price,Store_Built,Large_Size_Store,Item_Sales,sim
1981,8.9,Yes,0.143,No,3.1,1999,Yes,302.939,0.097
1982,6.4,Yes,0.015,No,7.2,1987,Yes,3149.234,0.876
1983,16.7,No,0.052,No,5.76,2004,No,1488.7288,0.3
1984,10,No,0.063,No,11.59,1987,Yes,460.7336,0.344
1985,14.7,Yes,0.171,No,2.52,1987,Yes,591.2304,0.762
1986,19,Yes,0.027,No,6.36,1997,No,2812.3392,0.364
1987,6.4,Yes,0.121,No,2.29,1997,No,1165.15,0.502
1988,18.9,Yes,0.036,No,2.92,1997,No,711.0744,0.732
1989,9.6,Yes,0.007,No,8.3,2009,Yes,2972.1312,0.936
1990,5.9,Yes,0.035,No,8.87,1999,Yes,1605.9096,0.729
1991,13.5,Yes,0.094,Yes,9.5,1997,No,1323.6104,0.947
1992,15.2,No,0.066,No,7.37,2004,No,2197.14,0.947
1993,15.6,No,0,No,3.12,2009,Yes,804.9522,0.117
1994,20.4,No,0.031,No,12.7,1999,Yes,3068.0064,0.505
1995,8.9,No,0.039,No,10.44,1999,Yes,5400.9696,0.47
1996,21.3,Yes,0.01,No,9.09,2009,Yes,1102.5648,0.506
1997,4.9,Yes,0.117,No,9.79,2004,No,2956.152,0.287
1998,17.8,No,0.067,No,9.26,2004,No,6338.416,0.621
1999,10.4,Yes,0.031,No,7.85,2004,No,4595.3516,0.734
2000,13.5,Yes,0,No,4.23,2009,Yes,778.986,0.009
